A  	Element	Z  	N  	Energy  	JPi           	Mass Exc  	Unc  	T1/2 (txt)               	T1/2 (seconds)           	Abund.    	Unc     	Dec Mode	Branching (%) 
32 	Na     	11 	21 	0.0000  	(3-,4-)       	18.81     	12   	13.2 MS 4                	0.0132                   	          	        	BN      	24.00       
32 	Na     	11 	21 	0.0000  	(3-,4-)       	18.81     	12   	13.2 MS 4                	0.0132                   	          	        	B2N     	8.00        
33 	Na     	11 	22 	0.0000  	(3/2+)        	24.0      	6    	8.0 MS 4                 	0.008                    	          	        	B-      	100.00      
33 	Na     	11 	22 	0.0000  	(3/2+)        	24.0      	6    	8.0 MS 4                 	0.008                    	          	        	BN      	47.00       
33 	Na     	11 	22 	0.0000  	(3/2+)        	24.0      	6    	8.0 MS 4                 	0.008                    	          	        	B2N     	13.00       
34 	Na     	11 	23 	0.0000  	              	31.3      	5    	5.5 MS 10                	0.0055                   	          	        	BN      	~ 15.00     
34 	Na     	11 	23 	0.0000  	              	31.3      	5    	5.5 MS 10                	0.0055                   	          	        	B-      	100.00      
34 	Na     	11 	23 	0.0000  	              	31.3      	5    	5.5 MS 10                	0.0055                   	          	        	B2N     	~ 50.00     
35 	Na     	11 	24 	0.0000  	              	37.8      	6    	1.5 MS 5                 	0.0015                   	          	        	B-      	100.00      
35 	Na     	11 	24 	0.0000  	              	37.8      	6    	1.5 MS 5                 	0.0015                   	          	        	BN      	            
36 	Na     	11 	25 	0.0000  	              	45.9      	6    	180 NS LT                	1.8E-7                   	          	        	N       	            
37 	Na     	11 	26 	0.0000  	              	53.1      	6    	60 NS GT                 	6.000000000000001E-8     	          	        	BN      	            
37 	Na     	11 	26 	0.0000  	              	53.1      	6    	60 NS GT                 	6.000000000000001E-8     	          	        	B-      	            
20 	Mg     	12 	8  	0.0000  	0+            	17.56     	3    	90.8 MS 24               	0.0908                   	          	        	EC      	100.00      
20 	Mg     	12 	8  	0.0000  	0+            	17.56     	3    	90.8 MS 24               	0.0908                   	          	        	EP      	~ 27.00     
21 	Mg     	12 	9  	0.0000  	5/2+          	10.913    	16   	122 MS 3                 	0.122                    	          	        	EC      	100.00      
21 	Mg     	12 	9  	0.0000  	5/2+          	10.913    	16   	122 MS 3                 	0.122                    	          	        	EP      	32.60       
21 	Mg     	12 	9  	0.0000  	5/2+          	10.913    	16   	122 MS 3                 	0.122                    	          	        	EA      	< 0.50      
22 	Mg     	12 	10 	0.0000  	0+            	-0.3999   	3    	3.8755 S 12              	3.876                    	          	        	EC      	100.00      
23 	Mg     	12 	11 	0.0000  	3/2+          	-5.4732   	7    	11.317 S 11              	11.317                   	          	        	EC      	100.00      
24 	Mg     	12 	12 	0.0000  	0+            	-13.933500	13   	STABLE                   	infinity                 	78.99%    	4       	        	            
25 	Mg     	12 	13 	0.0000  	5/2+          	-13.19270 	5    	STABLE                   	infinity                 	10.00%    	1       	        	            
26 	Mg     	12 	14 	0.0000  	0+            	-16.21450 	3    	STABLE                   	infinity                 	11.01%    	3       	        	            
27 	Mg     	12 	15 	0.0000  	1/2+          	-14.58660 	5    	9.458 M 12               	567.48                   	          	        	B-      	100.00      
28 	Mg     	12 	16 	0.0000  	0+            	-15.0186  	20   	20.915 H 9               	75294                    	          	        	B-      	100.00      
29 	Mg     	12 	17 	0.0000  	3/2+          	-10.603   	11   	1.30 S 12                	1.3                      	          	        	B-      	100.00      
30 	Mg     	12 	18 	0.0000  	0+            	-8.892    	13   	335 MS 17                	0.335                    	          	        	B-      	100.00      
31 	Mg     	12 	19 	0.0000  	1/2(+)        	-3.190    	17   	232 MS 15                	0.232                    	          	        	B-      	100.00      
31 	Mg     	12 	19 	0.0000  	1/2(+)        	-3.190    	17   	232 MS 15                	0.232                    	          	        	BN      	1.70        
32 	Mg     	12 	20 	0.0000  	0+            	-0.912    	18   	86 MS 5                  	0.086                    	          	        	B-      	100.00      
32 	Mg     	12 	20 	0.0000  	0+            	-0.912    	18   	86 MS 5                  	0.086                    	          	        	BN      	5.50        
33 	Mg     	12 	21 	0.0000  	3/2-          	4.947     	22   	90.5 MS 16               	0.0905                   	          	        	B-      	100.00      
33 	Mg     	12 	21 	0.0000  	3/2-          	4.947     	22   	90.5 MS 16               	0.0905                   	          	        	BN      	14.00       
34 	Mg     	12 	22 	0.0000  	0+            	8.56      	9    	20 MS 10                 	0.02                     	          	        	B-      	100.00      
34 	Mg     	12 	22 	0.0000  	0+            	8.56      	9    	20 MS 10                 	0.02                     	          	        	BN      	            
35 	Mg     	12 	23 	0.0000  	(7/2-)        	15.64     	18   	70 MS 40                 	0.07                     	          	        	B-      	100.00      
35 	Mg     	12 	23 	0.0000  	(7/2-)        	15.64     	18   	70 MS 40                 	0.07                     	          	        	BN      	52.00       
36 	Mg     	12 	24 	0.0000  	0+            	20.4      	5    	3.9 MS 13                	0.0039                   	          	        	B-      	100.00      
36 	Mg     	12 	24 	0.0000  	0+            	20.4      	5    	3.9 MS 13                	0.0039                   	          	        	BN      	            
37 	Mg     	12 	25 	0.0000  	(7/2-)        	28.3      	5    	260 NS GT                	2.6E-7                   	          	        	B-      	100.00      
37 	Mg     	12 	25 	0.0000  	(7/2-)        	28.3      	5    	260 NS GT                	2.6E-7                   	          	        	BN      	            
38 	Mg     	12 	26 	0.0000  	0+            	34.1      	5    	260 NS GT                	2.6E-7                   	          	        	B-      	            
38 	Mg     	12 	26 	0.0000  	0+            	34.1      	5    	260 NS GT                	2.6E-7                   	          	        	BN      	            
39 	Mg     	12 	27 	0.0000  	              	42.3      	5    	180 NS LT                	1.8E-7                   	          	        	N       	            
40 	Mg     	12 	28 	0.0000  	0+            	48.6      	5    	170 NS GT                	1.7E-7                   	          	        	B-      	            
40 	Mg     	12 	28 	0.0000  	0+            	48.6      	5    	170 NS GT                	1.7E-7                   	          	        	BN      	            
21 	Al     	13 	8  	0.0000  	(5/2+)        	27.1      	6    	35 NS LT                 	3.5E-8                   	          	        	P       	            
22 	Al     	13 	9  	0.0000  	4+            	18.2      	4    	91.1 MS 5                	0.0911                   	          	        	EA      	0.04        
22 	Al     	13 	9  	0.0000  	4+            	18.2      	4    	91.1 MS 5                	0.0911                   	          	        	EC      	100.00      
22 	Al     	13 	9  	0.0000  	4+            	18.2      	4    	91.1 MS 5                	0.0911                   	          	        	EP      	54.50       
22 	Al     	13 	9  	0.0000  	4+            	18.2      	4    	91.1 MS 5                	0.0911                   	          	        	E2P     	1.10        
23 	Al     	13 	10 	0.0000  	5/2+          	6.7480    	3    	446 MS 6                 	0.446                    	          	        	EC      	100.00      
23 	Al     	13 	10 	0.0000  	5/2+          	6.7480    	3    	446 MS 6                 	0.446                    	          	        	EP      	1.22        
24 	Al     	13 	11 	0.0000  	4+            	-0.0489   	10   	2.053 S 4                	2.053                    	          	        	EC      	100.00      
24 	Al     	13 	11 	0.0000  	4+            	-0.0489   	10   	2.053 S 4                	2.053                    	          	        	EP      	1.6E-3      
24 	Al     	13 	11 	0.0000  	4+            	-0.0489   	10   	2.053 S 4                	2.053                    	          	        	EA      	0.04        
25 	Al     	13 	12 	0.0000  	5/2+          	-8.9161   	5    	7.183 S 12               	7.183                    	          	        	EC      	100.00      
26 	Al     	13 	13 	0.0000  	5+            	-12.21010 	6    	7.17E+5 Y 24             	2.263E13                 	          	        	EC      	100.00      
27 	Al     	13 	14 	0.0000  	5/2+          	-17.19670 	10   	STABLE                   	infinity                 	100%      	        	        	            
28 	Al     	13 	15 	0.0000  	3+            	-16.85040 	12   	2.2414 M 12              	134.484                  	          	        	B-      	100.00      
29 	Al     	13 	16 	0.0000  	5/2+          	-18.2153  	12   	6.56 M 6                 	393.6                    	          	        	B-      	100.00      
30 	Al     	13 	17 	0.0000  	3+            	-15.872   	14   	3.62 S 6                 	3.62                     	          	        	B-      	100.00      
31 	Al     	13 	18 	0.0000  	(3/2,5/2)+    	-14.955   	20   	644 MS 25                	0.644                    	          	        	B-      	100.00      
32 	Al     	13 	19 	0.0000  	1+            	-11.06    	9    	33.0 MS 2                	0.033                    	          	        	B-      	100.00      
32 	Al     	13 	19 	0.0000  	1+            	-11.06    	9    	33.0 MS 2                	0.033                    	          	        	BN      	0.70        
33 	Al     	13 	20 	0.0000  	(5/2)+        	-8.44     	7    	41.7 MS 2                	0.0417                   	          	        	B-      	100.00      
33 	Al     	13 	20 	0.0000  	(5/2)+        	-8.44     	7    	41.7 MS 2                	0.0417                   	          	        	BN      	8.50        
34 	Al     	13 	21 	0.0000  	              	-3.05     	6    	42 MS 6                  	0.042                    	          	        	B-      	100.00      
34 	Al     	13 	21 	0.0000  	              	-3.05     	6    	42 MS 6                  	0.042                    	          	        	BN      	27.00       
